label	correction
1	" The sailors rode the breeze clear of the rocks.
"
1	" The weights made the rope stretch over the pulley system. (Corrected sentence)
"
1	" The mechanical doll wriggled itself free.
"
1	" The correct version of the sentence is: ""If you had eaten more, you would want less.""
"
1	" Here's the correct version of your sentence: As you eat more, you want less.
"
1	" The correct version of the sentence would be: ""The more you want, the less you eat.""
"
1	" The correct version of your sentence would be: The more John eats, the more he pays.
"
1	" Here's the corrected sentence: Mary listens to the Grateful Dead, which makes her depressed.
"
1	" The angrier Mary got, the more she stared at pictures.
"
1	" The correct version of the sentence is: ""The higher the stakes, the lower his expectations.""
"
1	" The more Fred is obnoxious, the less attention you should pay to him. (Corrected sentence)
"
1	" The correct version of your sentence is: John was much more obnoxious than Fred.
"
1	" The more beer you give to people, the more people get sick.
"
1	" The more Bill smokes, the more Susan hates him.
"
1	" The more pictures of him that appear in the news, the more embarrassed John becomes.
"
1	" Here's the corrected sentence: Every senator seems to become more corrupt as they talk to more lobbyists.
"
1	" Here's the corrected sentence: Who does John visit Sally because he likes her?
"
1	" The correct version of the sentence is: Marianne left.
"
1	" The correct version of your sentence is: He was not working.
"
1	" The correct version of the sentence is: He couldn't have been working.
"
1	" The correct version of your sentence is: You will believe Bob's words.
"
1	" The correct version of your sentence is: John has not kissed Mary yet.
"
1	" Here's the corrected sentence: I had never seen a place like Bangor before.
"
1	" The correct version of your sentence is: Mickey looked it up.
"
1	" The correct version of your sentence is: ""There was a lot of discussion.""
"
1	" The correct version of the sentence is: John tried to be good.
"
1	" The correct version of the sentence is: John is eager to learn.
"
1	" The correct version of your sentence is: We want John to win.
"
1	" The correct version of your sentence is: The box contained a ball from the tree.
"
1	" The tube was escaped by gas. (Corrected sentence)
"
1	" The correct version of your sentence is: Water bubbled up from the kettle.
"
1	" The tub leaked water. (Corrected sentence)
"
1	" The correct version of the sentence would be: What the water did to the bottle was fill it up.
"
1	" The correct version of the sentence is: What the water did to the bottle was fill it.
"
1	" The correct version of the sentence should be: ""The tank leaked fluid free.""
"
1	" The correct version of the sentence is: John laid the ball in the box.
"
1	" The correct version of the sentence is: John owns the book.
"
1	" The correct version of your sentence is: We persuaded Mary to leave and Sue to remain.
"
1	" Here's the correct version of your sentence: Most people probably consider Klaus guilty of murder, even though the courts didn't actually find him guilty.
"
1	" The correct version of the sentence is: Mary plays the violin beautifully.
"
1	" Here's the corrected sentence: Clearly, John will probably learn French perfectly immediately.
"
1	" The correct version of your sentence is: Sue gave Bill a book.
"
1	" The men will all leave. (Correct version)
"
1	" The correct version of the sentence is: John went home.
"
1	" The correct version of your sentence would be: They represented Mary to the dean as a genuine linguist.
"
1	" We love them.
"
1	" The correct version of your sentence is: It's nice to go abroad.
"
1	" The correct version of your sentence is: Mary intended John to go abroad.
"
1	" The correct version of your sentence is: I remembered kissing Mary.
"
1	" The correct version of your sentence is: I can't believe Fred won't either.
"
1	" Your sentence is grammatically correct. Here's the correct version of your sentence: John wants to read Fred's story, and I do too.
"
1	" Your sentence is grammatically correct as it stands. However, if you'd like to make it more concise, you could rephrase it as ""We wanted to invite someone, but we couldn't decide who.""
"
1	" There is no need to make any changes to your sentence. It is already perfect!
"
1	" Here's the corrected sentence: Mary claimed that Holly shouldn't eat cabbage.
"
1	" Here's the corrected sentence: Mary came to be introduced by the bartender, and I also came to meet her.
"
1	" Your sentence is grammatically correct as it stands.
"
1	" Your sentence is grammatically correct as it stands.
"
1	" Here's the corrected sentence: I know which book Jos̩ didn't read for class, and which book Lilly did it for him.
"
1	" Here's the corrected sentence: This is the book that Bob reviewed, and this is the one that Fred won't do.
"
1	" Here's the corrected sentence: I know which book Mag read, and which book Bob said that you hadn't read.
"
1	" Here's the correct version of your sentence: I know which book Mag read, and which book Bob read my report that you had not.
"
1	" Here's the correct version of your sentence: I'm sure I would like him to eat more fruit than cookies.
"
1	" The correct version of your sentence would be: Rusty talked about himself only after Mary had talked about him.
"
1	" Here's the corrected sentence: Fred talked about everything before Rusty did talk.
"
1	" The correct version of your sentence is: John frequently meets Mary.
"
1	" The problem can be perceived easily.
"
1	" The correct version of your sentence is: One hundred men surrounded the fort.
"
1	" The correct version of your sentence is: We elected him/her.
"
1	" The correct version of the sentence should be: Which report did John submit that showed him to be incompetent?
"
1	" The correct version of your sentence is: Mary has always preferred limes to lemons.
"
1	" The correct version of your sentence is: He let the cats out that were whining.
"
1	" There's no need to rewrite the sentence as it already is correct.
"
1	" The correct version of your sentence is: Mary saw the boy walking towards the railroad station. (Note that ""toward"" is an informal preposition, and ""towards"" is a more formal one.)
"
1	" Here's the correct version of your sentence: A proof that John had lied was given to support the claim that he had made a false statement.
"
1	" Here's the corrected sentence: He attributed the fire to a short circuit caused by an overloaded transducer, which destroyed most of his factory.
"
1	" The correct version of your sentence would be: ""The mayor regarded as absurd the proposal to build a sidewalk from Dartmouth to Smith.""
"
1	" The correct version of your sentence would be: I want Bill to leave to remain a secret.
"
1	" The correct version of your sentence: I know a man who is driven by Tom.
"
1	" Here's the corrected sentence: Drowning cats, which is against the law, can be hard to rescue.
"
1	" Here's the corrected sentence: Muriel said that she had been insulted, without anything else.
"
1	" The correct version of the sentence is: Rutherford understands himself.
"
1	" The correct version of your sentence would be: I feel that Arch will arrive.
"
1	" The proof that this set is recursive is difficult.
"
1	" Here's the corrected sentence: The madrigals that Henry plays on the lute and sings sound lousy.
"
1	" Here's the corrected sentence: Tom picked these grapes, Suzie will prepare them, and I washed some turnips.
"
1	" Here's the corrected sentence: Where did you go, and who ate what?
"
1	" The correct version of the sentence would be: ""Which boy's did we elect as guardians' employer president?""
"
1	" The correct version of your sentence is: How sane is Peter?
"
1	" Your sentence is grammatically correct as it stands.
"
1	" Your sentence is grammatically correct as it is.
"
1	" The correct version of your sentence is: Who is she trying to make up with now?
"
1	" The correct version of your sentence would be: Wind was gotten from a plot to negotiate an honorable end to the war in Vietnam.
"
1	" The correct version of your sentence is: Mike talked about politics with my friends yesterday.
"
1	" Here's the correct version of your sentence: It was expected by the reporters that the principal would fire some teachers. (Note the plural form of ""teacher"" is used to match the phrase ""some teachers."")
"
1	" The correct version of the sentence would be: Which hat did Mike say that she never wore?
"
1	" The correct version of the sentence is: Which girl did Mike never quip wear this hat?
"
1	" Here's the corrected sentence: We donated wire for convicts to build cages with.
"
1	" The correct version of your sentence is: I won't have any money.
"
1	" The correct sentence is: Do you believe the claim that someone was looking for something? (Note: I changed ""somebody"" to ""someone"" as ""somebody"" can be perceived as more formal and less natural in everyday conversation.)
"
1	" Here's the corrected sentence: I won't ask you to believe that he tried to force me to give her any money.
"
1	" The correct version of the sentence would be: That Sam sometimes didn't sleep must have pleased someone.
"
